SalesOrderID,OrderDate,DueDate,ShipDate,CustomerID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue,SalesOrderDetailID,OrderQty,ProductID,LineTotal,ProductCategoryID,Category,ProductSubcategoryID,Sub category,Color,Territory,OrderDay,OrderMonth,OrderYear,DueDay,DueMonth,DueYear,ShipDay,ShipMonth,ShipYear,ProductName,Size
55991,2013-09-10,2013-09-22,2013-09-17,18657,4,4.99,0.3992,0.1248,5.514,57857,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,10,9,2013,22,9,2013,17,9,2013,water bottle,30 oz.
56456,2013-09-19,2013-10-01,2013-09-26,17694,4,4.99,0.3992,0.1248,5.514,59013,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,9,2013,1,10,2013,26,9,2013,water bottle,30 oz.
56559,2013-09-21,2013-10-03,2013-09-28,18106,4,4.99,0.3992,0.1248,5.514,59278,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,21,9,2013,3,10,2013,28,9,2013,water bottle,30 oz.
57269,2013-10-01,2013-10-13,2013-10-08,18510,4,4.99,0.3992,0.1248,5.514,63438,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,1,10,2013,13,10,2013,8,10,2013,water bottle,30 oz.
58095,2013-10-16,2013-10-28,2013-10-23,16874,4,4.99,0.3992,0.1248,5.514,65433,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,16,10,2013,28,10,2013,23,10,2013,water bottle,30 oz.
59434,2013-11-04,2013-11-16,2013-11-11,17467,4,4.99,0.3992,0.1248,5.514,71394,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,4,11,2013,16,11,2013,11,11,2013,water bottle,30 oz.
59853,2013-11-10,2013-11-22,2013-11-17,18099,4,4.99,0.3992,0.1248,5.514,72441,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,10,11,2013,22,11,2013,17,11,2013,water bottle,30 oz.
60275,2013-11-16,2013-11-28,2013-11-23,17538,4,4.99,0.3992,0.1248,5.514,73482,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,16,11,2013,28,11,2013,23,11,2013,water bottle,30 oz.
60399,2013-11-18,2013-11-30,2013-11-25,17174,4,4.99,0.3992,0.1248,5.514,73816,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,18,11,2013,30,11,2013,25,11,2013,water bottle,30 oz.
60588,2013-11-21,2013-12-03,2013-11-28,17434,4,4.99,0.3992,0.1248,5.514,74275,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,21,11,2013,3,12,2013,28,11,2013,water bottle,30 oz.
60790,2013-11-24,2013-12-06,2013-12-01,17426,4,4.99,0.3992,0.1248,5.514,74781,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,24,11,2013,6,12,2013,1,12,2013,water bottle,30 oz.
61749,2013-12-08,2013-12-20,2013-12-15,17436,4,4.99,0.3992,0.1248,5.514,78315,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,8,12,2013,20,12,2013,15,12,2013,water bottle,30 oz.
61808,2013-12-09,2013-12-21,2013-12-16,17532,4,4.99,0.3992,0.1248,5.514,78464,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,9,12,2013,21,12,2013,16,12,2013,water bottle,30 oz.
61937,2013-12-11,2013-12-23,2013-12-18,16154,4,4.99,0.3992,0.1248,5.514,78792,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,11,12,2013,23,12,2013,18,12,2013,water bottle,30 oz.
62049,2013-12-13,2013-12-25,2013-12-20,17547,4,4.99,0.3992,0.1248,5.514,79059,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,13,12,2013,25,12,2013,20,12,2013,water bottle,30 oz.
62113,2013-12-14,2013-12-26,2013-12-21,18061,4,4.99,0.3992,0.1248,5.514,79209,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,14,12,2013,26,12,2013,21,12,2013,water bottle,30 oz.
62600,2013-12-22,2014-01-03,2013-12-29,18405,4,4.99,0.3992,0.1248,5.514,80418,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,22,12,2013,3,1,2014,29,12,2013,water bottle,30 oz.
62902,2013-12-27,2014-01-08,2014-01-03,16644,4,4.99,0.3992,0.1248,5.514,81152,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,27,12,2013,8,1,2014,3,1,2014,water bottle,30 oz.
63384,2014-01-01,2014-01-13,2014-01-08,18069,4,4.99,0.3992,0.1248,5.514,84025,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,1,1,2014,13,1,2014,8,1,2014,water bottle,30 oz.
63522,2014-01-03,2014-01-15,2014-01-10,16905,4,4.99,0.3992,0.1248,5.514,84372,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,3,1,2014,15,1,2014,10,1,2014,water bottle,30 oz.
63847,2014-01-08,2014-01-20,2014-01-15,17602,4,4.99,0.3992,0.1248,5.514,85174,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,8,1,2014,20,1,2014,15,1,2014,water bottle,30 oz.
63903,2014-01-09,2014-01-21,2014-01-16,17440,4,4.99,0.3992,0.1248,5.514,85316,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,9,1,2014,21,1,2014,16,1,2014,water bottle,30 oz.
64484,2014-01-18,2014-01-30,2014-01-25,17525,4,4.99,0.3992,0.1248,5.514,86765,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,18,1,2014,30,1,2014,25,1,2014,water bottle,30 oz.
64874,2014-01-24,2014-02-05,2014-01-31,17408,4,4.99,0.3992,0.1248,5.514,87748,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,24,1,2014,5,2,2014,31,1,2014,water bottle,30 oz.
64917,2014-01-25,2014-02-06,2014-02-01,17395,4,4.99,0.3992,0.1248,5.514,87858,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,25,1,2014,6,2,2014,1,2,2014,water bottle,30 oz.
65521,2014-02-01,2014-02-13,2014-02-08,20099,4,4.99,0.3992,0.1248,5.514,91071,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,1,2,2014,13,2,2014,8,2,2014,water bottle,30 oz.
65581,2014-02-02,2014-02-14,2014-02-09,17265,4,4.99,0.3992,0.1248,5.514,91223,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,2,2,2014,14,2,2014,9,2,2014,water bottle,30 oz.
65653,2014-02-03,2014-02-15,2014-02-10,17454,4,4.99,0.3992,0.1248,5.514,91386,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,3,2,2014,15,2,2014,10,2,2014,water bottle,30 oz.
66044,2014-02-09,2014-02-21,2014-02-16,18531,4,4.99,0.3992,0.1248,5.514,92339,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,9,2,2014,21,2,2014,16,2,2014,water bottle,30 oz.
66169,2014-02-11,2014-02-23,2014-02-18,18425,4,4.99,0.3992,0.1248,5.514,92662,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,11,2,2014,23,2,2014,18,2,2014,water bottle,30 oz.
66171,2014-02-11,2014-02-23,2014-02-18,19644,4,4.99,0.3992,0.1248,5.514,92665,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,11,2,2014,23,2,2014,18,2,2014,water bottle,30 oz.
66463,2014-02-16,2014-02-28,2014-02-23,17606,4,4.99,0.3992,0.1248,5.514,93364,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,16,2,2014,28,2,2014,23,2,2014,water bottle,30 oz.
66663,2014-02-19,2014-03-03,2014-02-26,16775,4,4.99,0.3992,0.1248,5.514,93853,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,2,2014,3,3,2014,26,2,2014,water bottle,30 oz.
67368,2014-03-01,2014-03-13,2014-03-08,18750,4,4.99,0.3992,0.1248,5.514,97138,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,1,3,2014,13,3,2014,8,3,2014,water bottle,30 oz.
68044,2014-03-11,2014-03-23,2014-03-18,17520,4,4.99,0.3992,0.1248,5.514,98834,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,11,3,2014,23,3,2014,18,3,2014,water bottle,30 oz.
68118,2014-03-12,2014-03-24,2014-03-19,16904,4,4.99,0.3992,0.1248,5.514,99002,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,12,3,2014,24,3,2014,19,3,2014,water bottle,30 oz.
68220,2014-03-14,2014-03-26,2014-03-21,17344,4,4.99,0.3992,0.1248,5.514,99252,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,14,3,2014,26,3,2014,21,3,2014,water bottle,30 oz.
68303,2014-03-15,2014-03-27,2014-03-22,16817,4,4.99,0.3992,0.1248,5.514,99464,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,15,3,2014,27,3,2014,22,3,2014,water bottle,30 oz.
68574,2014-03-19,2014-03-31,2014-03-26,16769,4,4.99,0.3992,0.1248,5.514,100145,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,3,2014,31,3,2014,26,3,2014,water bottle,30 oz.
69113,2014-03-27,2014-04-08,2014-04-03,16842,4,4.99,0.3992,0.1248,5.514,101507,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,27,3,2014,8,4,2014,3,4,2014,water bottle,30 oz.
69190,2014-03-28,2014-04-09,2014-04-04,18421,4,4.99,0.3992,0.1248,5.514,101694,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,28,3,2014,9,4,2014,4,4,2014,water bottle,30 oz.
69968,2014-04-05,2014-04-17,2014-04-12,18779,4,4.99,0.3992,0.1248,5.514,106045,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,5,4,2014,17,4,2014,12,4,2014,water bottle,30 oz.
70049,2014-04-06,2014-04-18,2014-04-13,16766,4,4.99,0.3992,0.1248,5.514,106250,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,6,4,2014,18,4,2014,13,4,2014,water bottle,30 oz.
70624,2014-04-14,2014-04-26,2014-04-21,17173,4,4.99,0.3992,0.1248,5.514,107694,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,14,4,2014,26,4,2014,21,4,2014,water bottle,30 oz.
70627,2014-04-14,2014-04-26,2014-04-21,16903,4,4.99,0.3992,0.1248,5.514,107700,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,14,4,2014,26,4,2014,21,4,2014,water bottle,30 oz.
70965,2014-04-19,2014-05-01,2014-04-26,17684,4,4.99,0.3992,0.1248,5.514,108555,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,4,2014,1,5,2014,26,4,2014,water bottle,30 oz.
71303,2014-04-24,2014-05-06,2014-05-01,18230,4,4.99,0.3992,0.1248,5.514,109405,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,24,4,2014,6,5,2014,1,5,2014,water bottle,30 oz.
72088,2014-05-03,2014-05-15,2014-05-10,16988,4,4.99,0.3992,0.1248,5.514,113899,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,3,5,2014,15,5,2014,10,5,2014,water bottle,30 oz.
72672,2014-05-11,2014-05-23,2014-05-18,16917,4,4.99,0.3992,0.1248,5.514,115405,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,11,5,2014,23,5,2014,18,5,2014,water bottle,30 oz.
73285,2014-05-19,2014-05-31,2014-05-26,19210,4,4.99,0.3992,0.1248,5.514,116918,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,5,2014,31,5,2014,26,5,2014,water bottle,30 oz.
73286,2014-05-19,2014-05-31,2014-05-26,16966,4,4.99,0.3992,0.1248,5.514,116919,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,19,5,2014,31,5,2014,26,5,2014,water bottle,30 oz.
73533,2014-05-22,2014-06-03,2014-05-29,16853,4,4.99,0.3992,0.1248,5.514,117534,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,22,5,2014,3,6,2014,29,5,2014,water bottle,30 oz.
73743,2014-05-25,2014-06-06,2014-06-01,17472,4,4.99,0.3992,0.1248,5.514,118095,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,25,5,2014,6,6,2014,1,6,2014,water bottle,30 oz.
73892,2014-05-27,2014-06-08,2014-06-03,19404,4,4.99,0.3992,0.1248,5.514,118454,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,27,5,2014,8,6,2014,3,6,2014,water bottle,30 oz.
73972,2014-05-28,2014-06-09,2014-06-04,17523,4,4.99,0.3992,0.1248,5.514,118649,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,28,5,2014,9,6,2014,4,6,2014,water bottle,30 oz.
74050,2014-05-29,2014-06-10,2014-06-05,18434,4,4.99,0.3992,0.1248,5.514,118848,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,29,5,2014,10,6,2014,5,6,2014,water bottle,30 oz.
74294,2014-06-04,2014-06-16,2014-06-11,16240,4,4.99,0.3992,0.1248,5.514,119442,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,4,6,2014,16,6,2014,11,6,2014,water bottle,30 oz.
74351,2014-06-06,2014-06-18,2014-06-13,16816,4,4.99,0.3992,0.1248,5.514,119563,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,6,6,2014,18,6,2014,13,6,2014,water bottle,30 oz.
74489,2014-06-10,2014-06-22,2014-06-17,18555,4,4.99,0.3992,0.1248,5.514,119867,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,10,6,2014,22,6,2014,17,6,2014,water bottle,30 oz.
74543,2014-06-12,2014-06-24,2014-06-19,16815,4,4.99,0.3992,0.1248,5.514,119978,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,12,6,2014,24,6,2014,19,6,2014,water bottle,30 oz.
74602,2014-06-14,2014-06-26,2014-06-21,17673,4,4.99,0.3992,0.1248,5.514,120105,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,14,6,2014,26,6,2014,21,6,2014,water bottle,30 oz.
74666,2014-06-16,2014-06-28,2014-06-23,18385,4,4.99,0.3992,0.1248,5.514,120247,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,16,6,2014,28,6,2014,23,6,2014,water bottle,30 oz.
74866,2014-06-22,2014-07-04,2014-06-29,16768,4,4.99,0.3992,0.1248,5.514,120713,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,22,6,2014,4,7,2014,29,6,2014,water bottle,30 oz.
74955,2014-06-25,2014-07-07,2014-07-02,18070,4,4.99,0.3992,0.1248,5.514,120916,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,25,6,2014,7,7,2014,2,7,2014,water bottle,30 oz.
74956,2014-06-25,2014-07-07,2014-07-02,17697,4,4.99,0.3992,0.1248,5.514,120917,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,25,6,2014,7,7,2014,2,7,2014,water bottle,30 oz.
74958,2014-06-25,2014-07-07,2014-07-02,16245,4,4.99,0.3992,0.1248,5.514,120920,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Southwest,25,6,2014,7,7,2014,2,7,2014,water bottle,30 oz.
52026,2013-07-03,2013-07-15,2013-07-10,29287,9,4.99,0.3992,0.1248,5.514,43292,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Australia,3,7,2013,15,7,2013,10,7,2013,water bottle,30 oz.
52052,2013-07-03,2013-07-15,2013-07-10,25801,10,4.99,0.3992,0.1248,5.514,43341,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,3,7,2013,15,7,2013,10,7,2013,water bottle,30 oz.
52093,2013-07-04,2013-07-16,2013-07-11,17685,1,4.99,0.3992,0.1248,5.514,43433,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,4,7,2013,16,7,2013,11,7,2013,water bottle,30 oz.
52166,2013-07-06,2013-07-18,2013-07-13,28533,9,4.99,0.3992,0.1248,5.514,43607,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Australia,6,7,2013,18,7,2013,13,7,2013,water bottle,30 oz.
52181,2013-07-06,2013-07-18,2013-07-13,13732,6,4.99,0.3992,0.1248,5.514,43641,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,6,7,2013,18,7,2013,13,7,2013,water bottle,30 oz.
52311,2013-07-08,2013-07-20,2013-07-15,21868,8,4.99,0.3992,0.1248,5.514,43983,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Germany,8,7,2013,20,7,2013,15,7,2013,water bottle,30 oz.
52344,2013-07-09,2013-07-21,2013-07-16,18569,1,4.99,0.3992,0.1248,5.514,44068,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,9,7,2013,21,7,2013,16,7,2013,water bottle,30 oz.
52391,2013-07-10,2013-07-22,2013-07-17,17630,8,4.99,0.3992,0.1248,5.514,44179,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Germany,10,7,2013,22,7,2013,17,7,2013,water bottle,30 oz.
52431,2013-07-11,2013-07-23,2013-07-18,17368,1,4.99,0.3992,0.1248,5.514,44271,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,11,7,2013,23,7,2013,18,7,2013,water bottle,30 oz.
52438,2013-07-11,2013-07-23,2013-07-18,22491,8,4.99,0.3992,0.1248,5.514,44286,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Germany,11,7,2013,23,7,2013,18,7,2013,water bottle,30 oz.
52504,2013-07-12,2013-07-24,2013-07-19,19327,7,4.99,0.3992,0.1248,5.514,44447,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,France,12,7,2013,24,7,2013,19,7,2013,water bottle,30 oz.
52621,2013-07-15,2013-07-27,2013-07-22,29290,9,4.99,0.3992,0.1248,5.514,44740,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Australia,15,7,2013,27,7,2013,22,7,2013,water bottle,30 oz.
52703,2013-07-16,2013-07-28,2013-07-23,22559,10,4.99,0.3992,0.1248,5.514,44927,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,16,7,2013,28,7,2013,23,7,2013,water bottle,30 oz.
52947,2013-07-21,2013-08-02,2013-07-28,24064,10,4.99,0.3992,0.1248,5.514,45522,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,21,7,2013,2,8,2013,28,7,2013,water bottle,30 oz.
53100,2013-07-24,2013-08-05,2013-07-31,17137,1,4.99,0.3992,0.1248,5.514,45880,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,24,7,2013,5,8,2013,31,7,2013,water bottle,30 oz.
53102,2013-07-24,2013-08-05,2013-07-31,12077,6,4.99,0.3992,0.1248,5.514,45882,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,24,7,2013,5,8,2013,31,7,2013,water bottle,30 oz.
53108,2013-07-24,2013-08-05,2013-07-31,23770,10,4.99,0.3992,0.1248,5.514,45893,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,24,7,2013,5,8,2013,31,7,2013,water bottle,30 oz.
53213,2013-07-26,2013-08-07,2013-08-02,26488,6,4.99,0.3992,0.1248,5.514,46139,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,26,7,2013,7,8,2013,2,8,2013,water bottle,30 oz.
53222,2013-07-26,2013-08-07,2013-08-02,17111,8,4.99,0.3992,0.1248,5.514,46162,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Germany,26,7,2013,7,8,2013,2,8,2013,water bottle,30 oz.
53313,2013-07-28,2013-08-09,2013-08-04,23676,6,4.99,0.3992,0.1248,5.514,46391,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,28,7,2013,9,8,2013,4,8,2013,water bottle,30 oz.
53372,2013-07-29,2013-08-10,2013-08-05,11711,6,4.99,0.3992,0.1248,5.514,46551,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,29,7,2013,10,8,2013,5,8,2013,water bottle,30 oz.
53423,2013-07-30,2013-08-11,2013-08-06,29230,6,4.99,0.3992,0.1248,5.514,46677,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,30,7,2013,11,8,2013,6,8,2013,water bottle,30 oz.
53429,2013-07-30,2013-08-11,2013-08-06,25783,10,4.99,0.3992,0.1248,5.514,46692,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,30,7,2013,11,8,2013,6,8,2013,water bottle,30 oz.
53642,2013-07-31,2013-08-12,2013-08-07,16381,1,4.99,0.3992,0.1248,5.514,50553,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,31,7,2013,12,8,2013,7,8,2013,water bottle,30 oz.
53778,2013-08-03,2013-08-15,2013-08-10,22917,9,4.99,0.3992,0.1248,5.514,50865,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Australia,3,8,2013,15,8,2013,10,8,2013,water bottle,30 oz.
53800,2013-08-03,2013-08-15,2013-08-10,17590,1,4.99,0.3992,0.1248,5.514,50912,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,3,8,2013,15,8,2013,10,8,2013,water bottle,30 oz.
53848,2013-08-04,2013-08-16,2013-08-11,23442,10,4.99,0.3992,0.1248,5.514,51037,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,4,8,2013,16,8,2013,11,8,2013,water bottle,30 oz.
53905,2013-08-05,2013-08-17,2013-08-12,25804,10,4.99,0.3992,0.1248,5.514,51177,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,5,8,2013,17,8,2013,12,8,2013,water bottle,30 oz.
53945,2013-08-06,2013-08-18,2013-08-13,12055,6,4.99,0.3992,0.1248,5.514,51267,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,6,8,2013,18,8,2013,13,8,2013,water bottle,30 oz.
54009,2013-08-07,2013-08-19,2013-08-14,22494,8,4.99,0.3992,0.1248,5.514,51424,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Germany,7,8,2013,19,8,2013,14,8,2013,water bottle,30 oz.
54124,2013-08-09,2013-08-21,2013-08-16,19463,7,4.99,0.3992,0.1248,5.514,51707,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,France,9,8,2013,21,8,2013,16,8,2013,water bottle,30 oz.
54221,2013-08-11,2013-08-23,2013-08-18,12183,6,4.99,0.3992,0.1248,5.514,51948,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Canada,11,8,2013,23,8,2013,18,8,2013,water bottle,30 oz.
54226,2013-08-11,2013-08-23,2013-08-18,22554,10,4.99,0.3992,0.1248,5.514,51956,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,United Kingdom,11,8,2013,23,8,2013,18,8,2013,water bottle,30 oz.
54279,2013-08-12,2013-08-24,2013-08-19,17449,1,4.99,0.3992,0.1248,5.514,52086,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,12,8,2013,24,8,2013,19,8,2013,water bottle,30 oz.
54282,2013-08-12,2013-08-24,2013-08-19,16978,1,4.99,0.3992,0.1248,5.514,52090,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,12,8,2013,24,8,2013,19,8,2013,water bottle,30 oz.
54558,2013-08-17,2013-08-29,2013-08-24,17431,1,4.99,0.3992,0.1248,5.514,52779,1,870,4.99,4,Accessories,28,Bottles and Cages,No color,Northwest,17,8,2013,29,8,2013,24,8,2013,water bottle,30 oz.
