SalesOrderID,OrderDate,DueDate,ShipDate,CustomerID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue,SalesOrderDetailID,OrderQty,ProductID,LineTotal,ProductCategoryID,Category,ProductSubcategoryID,Sub category,Product.1,Color,Territory
61808,12/9/2013,12/21/2013,12/16/2013,17532,4,4.99,0.3992,0.1248,5.514,78464,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
61937,12/11/2013,12/23/2013,12/18/2013,16154,4,4.99,0.3992,0.1248,5.514,78792,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
62049,12/13/2013,12/25/2013,12/20/2013,17547,4,4.99,0.3992,0.1248,5.514,79059,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
62113,12/14/2013,12/26/2013,12/21/2013,18061,4,4.99,0.3992,0.1248,5.514,79209,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
62600,12/22/2013,1/3/2014,12/29/2013,18405,4,4.99,0.3992,0.1248,5.514,80418,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
62902,12/27/2013,1/8/2014,1/3/2014,16644,4,4.99,0.3992,0.1248,5.514,81152,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
63384,1/1/2014,1/13/2014,1/8/2014,18069,4,4.99,0.3992,0.1248,5.514,84025,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
63522,1/3/2014,1/15/2014,1/10/2014,16905,4,4.99,0.3992,0.1248,5.514,84372,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
63847,1/8/2014,1/20/2014,1/15/2014,17602,4,4.99,0.3992,0.1248,5.514,85174,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
63903,1/9/2014,1/21/2014,1/16/2014,17440,4,4.99,0.3992,0.1248,5.514,85316,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
64484,1/18/2014,1/30/2014,1/25/2014,17525,4,4.99,0.3992,0.1248,5.514,86765,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
64874,1/24/2014,2/5/2014,1/31/2014,17408,4,4.99,0.3992,0.1248,5.514,87748,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
64917,1/25/2014,2/6/2014,2/1/2014,17395,4,4.99,0.3992,0.1248,5.514,87858,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
65521,2/1/2014,2/13/2014,2/8/2014,20099,4,4.99,0.3992,0.1248,5.514,91071,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
65581,2/2/2014,2/14/2014,2/9/2014,17265,4,4.99,0.3992,0.1248,5.514,91223,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
65653,2/3/2014,2/15/2014,2/10/2014,17454,4,4.99,0.3992,0.1248,5.514,91386,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
66044,2/9/2014,2/21/2014,2/16/2014,18531,4,4.99,0.3992,0.1248,5.514,92339,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
66169,2/11/2014,2/23/2014,2/18/2014,18425,4,4.99,0.3992,0.1248,5.514,92662,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
66171,2/11/2014,2/23/2014,2/18/2014,19644,4,4.99,0.3992,0.1248,5.514,92665,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
66463,2/16/2014,2/28/2014,2/23/2014,17606,4,4.99,0.3992,0.1248,5.514,93364,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
66663,2/19/2014,3/3/2014,2/26/2014,16775,4,4.99,0.3992,0.1248,5.514,93853,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
67368,3/1/2014,3/13/2014,3/8/2014,18750,4,4.99,0.3992,0.1248,5.514,97138,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
68044,3/11/2014,3/23/2014,3/18/2014,17520,4,4.99,0.3992,0.1248,5.514,98834,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
68118,3/12/2014,3/24/2014,3/19/2014,16904,4,4.99,0.3992,0.1248,5.514,99002,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
68220,3/14/2014,3/26/2014,3/21/2014,17344,4,4.99,0.3992,0.1248,5.514,99252,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
68303,3/15/2014,3/27/2014,3/22/2014,16817,4,4.99,0.3992,0.1248,5.514,99464,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
68574,3/19/2014,3/31/2014,3/26/2014,16769,4,4.99,0.3992,0.1248,5.514,100145,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
69113,3/27/2014,4/8/2014,4/3/2014,16842,4,4.99,0.3992,0.1248,5.514,101507,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
69190,3/28/2014,4/9/2014,4/4/2014,18421,4,4.99,0.3992,0.1248,5.514,101694,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
69968,4/5/2014,4/17/2014,4/12/2014,18779,4,4.99,0.3992,0.1248,5.514,106045,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
70049,4/6/2014,4/18/2014,4/13/2014,16766,4,4.99,0.3992,0.1248,5.514,106250,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
70624,4/14/2014,4/26/2014,4/21/2014,17173,4,4.99,0.3992,0.1248,5.514,107694,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
70627,4/14/2014,4/26/2014,4/21/2014,16903,4,4.99,0.3992,0.1248,5.514,107700,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
70965,4/19/2014,5/1/2014,4/26/2014,17684,4,4.99,0.3992,0.1248,5.514,108555,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
71303,4/24/2014,5/6/2014,5/1/2014,18230,4,4.99,0.3992,0.1248,5.514,109405,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
72088,5/3/2014,5/15/2014,5/10/2014,16988,4,4.99,0.3992,0.1248,5.514,113899,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
72672,5/11/2014,5/23/2014,5/18/2014,16917,4,4.99,0.3992,0.1248,5.514,115405,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73285,5/19/2014,5/31/2014,5/26/2014,19210,4,4.99,0.3992,0.1248,5.514,116918,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73286,5/19/2014,5/31/2014,5/26/2014,16966,4,4.99,0.3992,0.1248,5.514,116919,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73533,5/22/2014,6/3/2014,5/29/2014,16853,4,4.99,0.3992,0.1248,5.514,117534,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73743,5/25/2014,6/6/2014,6/1/2014,17472,4,4.99,0.3992,0.1248,5.514,118095,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73892,5/27/2014,6/8/2014,6/3/2014,19404,4,4.99,0.3992,0.1248,5.514,118454,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
73972,5/28/2014,6/9/2014,6/4/2014,17523,4,4.99,0.3992,0.1248,5.514,118649,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74050,5/29/2014,6/10/2014,6/5/2014,18434,4,4.99,0.3992,0.1248,5.514,118848,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74294,6/4/2014,6/16/2014,6/11/2014,16240,4,4.99,0.3992,0.1248,5.514,119442,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74351,6/6/2014,6/18/2014,6/13/2014,16816,4,4.99,0.3992,0.1248,5.514,119563,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74489,6/10/2014,6/22/2014,6/17/2014,18555,4,4.99,0.3992,0.1248,5.514,119867,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74543,6/12/2014,6/24/2014,6/19/2014,16815,4,4.99,0.3992,0.1248,5.514,119978,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74602,6/14/2014,6/26/2014,6/21/2014,17673,4,4.99,0.3992,0.1248,5.514,120105,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74666,6/16/2014,6/28/2014,6/23/2014,18385,4,4.99,0.3992,0.1248,5.514,120247,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74866,6/22/2014,7/4/2014,6/29/2014,16768,4,4.99,0.3992,0.1248,5.514,120713,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74955,6/25/2014,7/7/2014,7/2/2014,18070,4,4.99,0.3992,0.1248,5.514,120916,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74956,6/25/2014,7/7/2014,7/2/2014,17697,4,4.99,0.3992,0.1248,5.514,120917,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
74958,6/25/2014,7/7/2014,7/2/2014,16245,4,4.99,0.3992,0.1248,5.514,120920,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Southwest
52026,7/3/2013,7/15/2013,7/10/2013,29287,9,4.99,0.3992,0.1248,5.514,43292,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
52052,7/3/2013,7/15/2013,7/10/2013,25801,10,4.99,0.3992,0.1248,5.514,43341,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
52093,7/4/2013,7/16/2013,7/11/2013,17685,1,4.99,0.3992,0.1248,5.514,43433,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
52166,7/6/2013,7/18/2013,7/13/2013,28533,9,4.99,0.3992,0.1248,5.514,43607,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
52181,7/6/2013,7/18/2013,7/13/2013,13732,6,4.99,0.3992,0.1248,5.514,43641,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
52311,7/8/2013,7/20/2013,7/15/2013,21868,8,4.99,0.3992,0.1248,5.514,43983,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
52344,7/9/2013,7/21/2013,7/16/2013,18569,1,4.99,0.3992,0.1248,5.514,44068,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
52391,7/10/2013,7/22/2013,7/17/2013,17630,8,4.99,0.3992,0.1248,5.514,44179,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
52431,7/11/2013,7/23/2013,7/18/2013,17368,1,4.99,0.3992,0.1248,5.514,44271,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
52438,7/11/2013,7/23/2013,7/18/2013,22491,8,4.99,0.3992,0.1248,5.514,44286,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
52504,7/12/2013,7/24/2013,7/19/2013,19327,7,4.99,0.3992,0.1248,5.514,44447,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
52621,7/15/2013,7/27/2013,7/22/2013,29290,9,4.99,0.3992,0.1248,5.514,44740,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
52703,7/16/2013,7/28/2013,7/23/2013,22559,10,4.99,0.3992,0.1248,5.514,44927,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
52947,7/21/2013,8/2/2013,7/28/2013,24064,10,4.99,0.3992,0.1248,5.514,45522,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
53100,7/24/2013,8/5/2013,7/31/2013,17137,1,4.99,0.3992,0.1248,5.514,45880,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
53102,7/24/2013,8/5/2013,7/31/2013,12077,6,4.99,0.3992,0.1248,5.514,45882,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
53108,7/24/2013,8/5/2013,7/31/2013,23770,10,4.99,0.3992,0.1248,5.514,45893,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
53213,7/26/2013,8/7/2013,8/2/2013,26488,6,4.99,0.3992,0.1248,5.514,46139,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
53222,7/26/2013,8/7/2013,8/2/2013,17111,8,4.99,0.3992,0.1248,5.514,46162,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
53313,7/28/2013,8/9/2013,8/4/2013,23676,6,4.99,0.3992,0.1248,5.514,46391,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
53372,7/29/2013,8/10/2013,8/5/2013,11711,6,4.99,0.3992,0.1248,5.514,46551,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
53423,7/30/2013,8/11/2013,8/6/2013,29230,6,4.99,0.3992,0.1248,5.514,46677,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
53429,7/30/2013,8/11/2013,8/6/2013,25783,10,4.99,0.3992,0.1248,5.514,46692,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
53642,7/31/2013,8/12/2013,8/7/2013,16381,1,4.99,0.3992,0.1248,5.514,50553,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
53778,8/3/2013,8/15/2013,8/10/2013,22917,9,4.99,0.3992,0.1248,5.514,50865,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
53800,8/3/2013,8/15/2013,8/10/2013,17590,1,4.99,0.3992,0.1248,5.514,50912,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
53848,8/4/2013,8/16/2013,8/11/2013,23442,10,4.99,0.3992,0.1248,5.514,51037,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
53905,8/5/2013,8/17/2013,8/12/2013,25804,10,4.99,0.3992,0.1248,5.514,51177,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
53945,8/6/2013,8/18/2013,8/13/2013,12055,6,4.99,0.3992,0.1248,5.514,51267,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
54009,8/7/2013,8/19/2013,8/14/2013,22494,8,4.99,0.3992,0.1248,5.514,51424,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
54124,8/9/2013,8/21/2013,8/16/2013,19463,7,4.99,0.3992,0.1248,5.514,51707,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
54221,8/11/2013,8/23/2013,8/18/2013,12183,6,4.99,0.3992,0.1248,5.514,51948,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
54226,8/11/2013,8/23/2013,8/18/2013,22554,10,4.99,0.3992,0.1248,5.514,51956,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
54279,8/12/2013,8/24/2013,8/19/2013,17449,1,4.99,0.3992,0.1248,5.514,52086,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
54282,8/12/2013,8/24/2013,8/19/2013,16978,1,4.99,0.3992,0.1248,5.514,52090,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
54558,8/17/2013,8/29/2013,8/24/2013,17431,1,4.99,0.3992,0.1248,5.514,52779,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
54559,8/17/2013,8/29/2013,8/24/2013,17488,1,4.99,0.3992,0.1248,5.514,52780,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
54785,8/21/2013,9/2/2013,8/28/2013,24995,6,4.99,0.3992,0.1248,5.514,53335,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
54958,8/24/2013,9/5/2013,8/31/2013,22814,7,4.99,0.3992,0.1248,5.514,53747,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
55008,8/25/2013,9/6/2013,9/1/2013,21851,8,4.99,0.3992,0.1248,5.514,53859,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
55111,8/27/2013,9/8/2013,9/3/2013,26449,6,4.99,0.3992,0.1248,5.514,54106,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
55170,8/28/2013,9/9/2013,9/4/2013,21114,8,4.99,0.3992,0.1248,5.514,54245,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
55209,8/29/2013,9/10/2013,9/5/2013,17104,8,4.99,0.3992,0.1248,5.514,54337,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
55211,8/29/2013,9/10/2013,9/5/2013,21845,7,4.99,0.3992,0.1248,5.514,54339,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
55357,8/30/2013,9/11/2013,9/6/2013,23976,10,4.99,0.3992,0.1248,5.514,56270,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
55458,9/1/2013,9/13/2013,9/8/2013,24471,9,4.99,0.3992,0.1248,5.514,56513,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
55525,9/2/2013,9/14/2013,9/9/2013,17526,1,4.99,0.3992,0.1248,5.514,56672,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
55583,9/3/2013,9/15/2013,9/10/2013,22380,8,4.99,0.3992,0.1248,5.514,56820,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
55648,9/4/2013,9/16/2013,9/11/2013,24703,10,4.99,0.3992,0.1248,5.514,56991,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
55818,9/7/2013,9/19/2013,9/14/2013,20419,9,4.99,0.3992,0.1248,5.514,57414,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
55889,9/8/2013,9/20/2013,9/15/2013,13330,6,4.99,0.3992,0.1248,5.514,57598,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
55993,9/10/2013,9/22/2013,9/17/2013,17339,1,4.99,0.3992,0.1248,5.514,57860,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Northwest
56154,9/13/2013,9/25/2013,9/20/2013,24489,6,4.99,0.3992,0.1248,5.514,58262,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
56156,9/13/2013,9/25/2013,9/20/2013,24763,6,4.99,0.3992,0.1248,5.514,58265,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Canada
56300,9/16/2013,9/28/2013,9/23/2013,19317,7,4.99,0.3992,0.1248,5.514,58625,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
56493,9/20/2013,10/2/2013,9/27/2013,23346,9,4.99,0.3992,0.1248,5.514,59107,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Australia
56570,9/21/2013,10/3/2013,9/28/2013,21115,8,4.99,0.3992,0.1248,5.514,59304,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,Germany
56628,9/22/2013,10/4/2013,9/29/2013,19351,7,4.99,0.3992,0.1248,5.514,59447,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,France
56670,9/23/2013,10/5/2013,9/30/2013,22457,10,4.99,0.3992,0.1248,5.514,59546,1,870,4.99,4,Accessories,28,Bottles and Cages,Water Bottle - 30 oz.,No color,United Kingdom
